date,1. open,2. high,3. low,4. close,5. volume
2024-04-17 18:08:00,411.8,411.8,411.69,411.69,33.0
2024-04-17 18:07:00,411.85,411.85,411.66,411.8,367.0
2024-04-17 18:06:00,411.795,412.0,411.795,412.0,13.0
2024-04-17 18:05:00,412.0,412.0,411.58,411.58,11.0
2024-04-17 18:04:00,411.79,412.0,411.79,411.85,55.0
2024-04-17 18:03:00,411.86,412.0,411.79,411.79,21.0
2024-04-17 18:02:00,411.84,411.9,411.58,411.79,26.0
2024-04-17 18:01:00,411.805,412.0,411.65,411.84,86.0
2024-04-17 18:00:00,411.715,411.91,411.59,411.84,408.0
2024-04-17 17:59:00,411.75,411.8,411.58,411.71,108.0
2024-04-17 17:58:00,411.7,411.84,411.65,411.75,64.0
2024-04-17 17:57:00,411.7,411.8,411.65,411.65,114.0
2024-04-17 17:56:00,411.74,411.84,411.65,411.84,134.0
2024-04-17 17:55:00,411.84,411.84,411.7,411.7,39.0
2024-04-17 17:54:00,411.74,411.79,411.65,411.71,93.0
2024-04-17 17:53:00,411.65,411.84,411.65,411.65,31.0
2024-04-17 17:52:00,411.705,411.76,411.7,411.745,114.0
2024-04-17 17:51:00,411.745,411.79,411.705,411.705,58.0
2024-04-17 17:50:00,411.84,411.84,411.65,411.65,95.0
2024-04-17 17:49:00,411.79,411.84,411.65,411.745,18.0
2024-04-17 17:48:00,411.745,411.84,411.65,411.79,92.0
2024-04-17 17:47:00,411.75,411.84,411.65,411.79,26.0
2024-04-17 17:46:00,411.71,411.84,411.65,411.71,91.0
2024-04-17 17:45:00,411.745,411.84,411.65,411.65,353.0
2024-04-17 17:44:00,411.768,411.84,411.65,411.745,131.0
2024-04-17 17:43:00,411.775,411.84,411.71,411.745,106.0
2024-04-17 17:42:00,411.71,411.84,411.71,411.84,201.0
2024-04-17 17:41:00,411.8,411.84,411.71,411.84,133.0
2024-04-17 17:40:00,411.82,411.84,411.65,411.745,129.0
2024-04-17 17:39:00,411.673,411.82,411.673,411.775,44.0
2024-04-17 17:38:00,411.82,411.82,411.65,411.65,13.0
2024-04-17 17:37:00,411.8,411.84,411.65,411.745,216.0
2024-04-17 17:36:00,411.74,411.84,411.65,411.8,612.0
2024-04-17 17:35:00,411.77,411.8,411.68,411.8,19.0
2024-04-17 17:34:00,411.75,411.84,411.65,411.745,10.0
2024-04-17 17:33:00,411.75,411.77,411.745,411.745,32.0
2024-04-17 17:32:00,411.77,411.84,411.77,411.77,54.0
2024-04-17 17:31:00,411.77,411.836,411.7,411.83,120.0
2024-04-17 17:30:00,411.76,411.84,411.7,411.71,173.0
2024-04-17 17:29:00,411.745,411.835,411.65,411.73,26.0
2024-04-17 17:28:00,411.71,411.84,411.65,411.745,168.0
2024-04-17 17:27:00,411.705,411.84,411.59,411.74,202.0
2024-04-17 17:26:00,411.65,411.84,411.59,411.65,115.0
2024-04-17 17:25:00,411.58,411.65,411.58,411.65,180.0
2024-04-17 17:24:00,411.615,411.65,411.58,411.61,24.0
2024-04-17 17:23:00,411.58,411.65,411.58,411.615,473.0
2024-04-17 17:22:00,411.58,411.65,411.58,411.581,160.0
2024-04-17 17:21:00,411.59,411.65,411.58,411.58,18.0
2024-04-17 17:20:00,411.615,411.65,411.6,411.65,154.0
2024-04-17 17:19:00,411.64,411.65,411.58,411.65,237.0
2024-04-17 17:18:00,411.7,411.7,411.57,411.65,167.0
2024-04-17 17:17:00,411.72,411.84,411.63,411.67,41.0
2024-04-17 17:16:00,411.74,411.745,411.65,411.735,110.0
2024-04-17 17:15:00,411.84,411.84,411.74,411.745,29.0
2024-04-17 17:14:00,411.59,411.84,411.59,411.65,536.0
2024-04-17 17:13:00,411.585,411.6,411.57,411.57,175.0
2024-04-17 17:12:00,411.6,411.84,411.57,411.57,11570.0
2024-04-17 17:11:00,411.646,411.65,411.57,411.57,18.0
2024-04-17 17:10:00,411.64,411.65,411.59,411.64,194.0
2024-04-17 17:09:00,411.645,411.67,411.59,411.615,226.0
2024-04-17 17:08:00,411.62,411.7,411.59,411.68,206.0
2024-04-17 17:07:00,411.74,411.78,411.59,411.78,80.0
2024-04-17 17:06:00,411.78,411.78,411.59,411.665,25.0
2024-04-17 17:05:00,411.78,411.78,411.59,411.59,10.0
2024-04-17 17:04:00,411.74,411.78,411.59,411.74,160.0
2024-04-17 17:03:00,411.7,411.78,411.61,411.74,164.0
2024-04-17 17:02:00,411.67,411.84,411.59,411.7,99.0
2024-04-17 17:01:00,411.55,411.75,411.52,411.67,1053.0
2024-04-17 17:00:00,411.55,411.59,411.53,411.59,223.0
2024-04-17 16:59:00,411.49,425.051,388.142,411.51,879.0
2024-04-17 16:58:00,411.49,411.49,411.23,411.36,273.0
2024-04-17 16:57:00,411.48,411.49,411.23,411.27,70.0
2024-04-17 16:56:00,382.582,411.49,382.582,411.36,771.0
2024-04-17 16:55:00,411.22,424.266,383.714,411.24,2170.0
2024-04-17 16:54:00,411.4,411.49,411.0,411.2,2802.0
2024-04-17 16:53:00,411.445,411.74,388.142,411.15,469.0
2024-04-17 16:52:00,411.15,411.74,411.15,411.67,117.0
2024-04-17 16:51:00,411.445,411.74,411.15,411.23,234.0
2024-04-17 16:50:00,411.445,411.74,411.17,411.48,41.0
2024-04-17 16:49:00,411.3,411.445,411.15,411.15,28.0
2024-04-17 16:48:00,411.37,411.74,411.15,411.15,41.0
2024-04-17 16:47:00,411.73,411.9,411.02,411.3,2988.0
2024-04-17 16:46:00,411.9,411.9,411.67,411.785,56.0
2024-04-17 16:45:00,411.9,411.9,411.67,411.785,805.0
2024-04-17 16:44:00,411.67,411.9,411.67,411.84,34.0
2024-04-17 16:43:00,411.76,411.98,411.76,411.87,703.0
2024-04-17 16:42:00,411.94,412.09,411.76,411.76,1001.0
2024-04-17 16:41:00,412.08,412.09,411.78,411.94,13.0
2024-04-17 16:40:00,411.93,412.0,411.91,411.95,68.0
2024-04-17 16:39:00,411.93,412.09,411.93,411.95,9.0
2024-04-17 16:38:00,411.93,412.09,411.93,411.93,37.0
2024-04-17 16:37:00,412.09,412.09,412.09,412.09,1.0
2024-04-17 16:36:00,412.045,412.086,411.94,412.015,973.0
2024-04-17 16:35:00,412.09,412.09,412.0,412.045,145.0
2024-04-17 16:34:00,412.09,412.09,411.97,412.0,92.0
2024-04-17 16:33:00,412.01,412.09,411.96,412.03,413.0
2024-04-17 16:32:00,412.01,412.1,412.01,412.05,77.0
2024-04-17 16:31:00,412.14,412.14,412.01,412.1,290.0
2024-04-17 16:30:00,412.185,412.19,412.01,412.101,95.0
2024-04-17 16:29:00,411.97,412.04,411.96,412.01,415.0
2024-04-17 16:28:00,411.925,412.0,411.89,412.0,15.0
2024-04-17 16:27:00,411.74,411.85,411.701,411.84,1524.0
2024-04-17 16:26:00,411.68,411.76,411.6,411.7,87.0
2024-04-17 16:25:00,411.71,411.76,411.6,411.68,124.0
2024-04-17 16:24:00,411.8,411.84,411.735,411.76,130.0
2024-04-17 16:23:00,411.76,411.84,411.75,411.84,117.0
2024-04-17 16:22:00,411.82,411.82,411.76,411.76,86.0
2024-04-17 16:21:00,411.83,411.84,411.6,411.78,732.0
2024-04-17 16:20:00,411.72,411.85,411.7,411.83,78.0
2024-04-17 16:19:00,411.725,411.85,411.64,411.83,180.0
2024-04-17 16:18:00,411.8,411.85,411.6,411.84,747.0
2024-04-17 16:17:00,411.86,411.86,411.6,411.725,1426.0
2024-04-17 16:16:00,412.04,412.04,411.85,411.925,129.0
2024-04-17 16:15:00,411.85,412.04,411.84,411.85,437.0
2024-04-17 16:14:00,412.0,412.07,411.91,411.91,852.0
2024-04-17 16:13:00,411.995,412.2,411.9,412.015,2147.0
2024-04-17 16:12:00,411.99,412.09,411.85,411.95,466.0
2024-04-17 16:11:00,412.09,412.09,411.92,411.95,10038.0
2024-04-17 16:10:00,412.04,412.09,411.91,412.09,2217.0
2024-04-17 16:09:00,411.921,412.08,411.84,412.035,44011.0
2024-04-17 16:08:00,411.84,412.13,411.84,412.07,22964.0
2024-04-17 16:07:00,412.0,412.13,411.84,411.84,43630.0
2024-04-17 16:06:00,412.19,412.19,411.87,412.0,504.0
2024-04-17 16:05:00,411.85,414.595,411.85,412.01,1380.0
2024-04-17 16:04:00,411.72,416.355,411.6,412.03,3074.0
2024-04-17 16:03:00,411.82,413.53,411.6,411.6,2514.0
2024-04-17 16:02:00,411.84,412.25,411.8,411.8,120862.0
2024-04-17 16:01:00,411.84,412.27,411.78,412.0,28824.0
2024-04-17 16:00:00,411.73,412.79,411.73,411.84,4010818.0
2024-04-17 15:59:00,412.62,412.67,411.7,411.73,379872.0
2024-04-17 15:58:00,412.33,412.66,412.33,412.62,115609.0
2024-04-17 15:57:00,412.51,412.51,412.17,412.31,105088.0
2024-04-17 15:56:00,412.57,412.75,412.5,412.517,58045.0
2024-04-17 15:55:00,412.94,412.96,412.54,412.607,74138.0
2024-04-17 15:54:00,412.88,413.11,412.79,412.97,64121.0
2024-04-17 15:53:00,412.53,412.95,412.53,412.89,52612.0
2024-04-17 15:52:00,412.38,412.65,412.33,412.48,39282.0
2024-04-17 15:51:00,412.86,412.88,412.34,412.39,53910.0
2024-04-17 15:50:00,412.97,413.21,412.83,412.83,61106.0
2024-04-17 15:49:00,412.95,413.13,412.82,412.945,27112.0
2024-04-17 15:48:00,412.84,413.13,412.82,412.94,27960.0
2024-04-17 15:47:00,412.77,412.93,412.57,412.82,42882.0
2024-04-17 15:46:00,412.49,412.8,412.43,412.74,28170.0
2024-04-17 15:45:00,412.53,412.57,412.36,412.45,26974.0
2024-04-17 15:44:00,412.36,412.68,412.35,412.58,40160.0
2024-04-17 15:43:00,412.19,412.49,412.1,412.36,27689.0
2024-04-17 15:42:00,411.94,412.25,411.91,412.16,33994.0
2024-04-17 15:41:00,411.615,412.03,411.53,411.88,38005.0
2024-04-17 15:40:00,411.8,411.83,411.5,411.627,25309.0
2024-04-17 15:39:00,411.791,411.96,411.725,411.79,22496.0
2024-04-17 15:38:00,412.14,412.14,411.54,411.8,35876.0
2024-04-17 15:37:00,412.115,412.28,412.0,412.095,27023.0
2024-04-17 15:36:00,412.08,412.195,412.035,412.11,18109.0
2024-04-17 15:35:00,412.06,412.145,411.91,412.08,32644.0
2024-04-17 15:34:00,412.18,412.33,412.07,412.1,19088.0
2024-04-17 15:33:00,411.67,412.29,411.67,412.17,28405.0
2024-04-17 15:32:00,412.15,412.2,411.66,411.68,90793.0
2024-04-17 15:31:00,412.31,412.41,412.13,412.18,24231.0
2024-04-17 15:30:00,411.88,412.37,411.86,412.35,38204.0
2024-04-17 15:29:00,411.88,411.955,411.81,411.9,15109.0
2024-04-17 15:28:00,412.06,412.07,411.79,411.87,17899.0
2024-04-17 15:27:00,412.02,412.23,411.94,412.02,11345.0
2024-04-17 15:26:00,411.98,412.22,411.92,412.06,15291.0
2024-04-17 15:25:00,411.91,411.99,411.82,411.9,111172.0
2024-04-17 15:24:00,412.06,412.06,411.84,411.97,14851.0
2024-04-17 15:23:00,411.75,412.1,411.74,412.02,21549.0
2024-04-17 15:22:00,411.94,411.95,411.68,411.705,16561.0
2024-04-17 15:21:00,411.988,411.988,411.69,411.87,25541.0
2024-04-17 15:20:00,412.17,412.36,411.98,411.98,17781.0
2024-04-17 15:19:00,412.14,412.3,412.08,412.16,26572.0
2024-04-17 15:18:00,412.17,412.187,411.95,412.14,21769.0
2024-04-17 15:17:00,411.99,412.38,411.92,412.16,39710.0
2024-04-17 15:16:00,411.78,412.11,411.73,411.99,22364.0
2024-04-17 15:15:00,411.33,411.87,411.31,411.8,19353.0
2024-04-17 15:14:00,411.64,411.66,411.315,411.38,13735.0
2024-04-17 15:13:00,411.43,411.65,411.31,411.625,21122.0
2024-04-17 15:12:00,411.5,411.61,411.35,411.43,30551.0
2024-04-17 15:11:00,411.71,411.8,411.47,411.47,22539.0
2024-04-17 15:10:00,411.67,411.88,411.66,411.725,17862.0
2024-04-17 15:09:00,411.7,411.76,411.58,411.69,14132.0
2024-04-17 15:08:00,411.665,411.91,411.5,411.72,17427.0
2024-04-17 15:07:00,411.67,411.91,411.62,411.62,18242.0
2024-04-17 15:06:00,411.79,411.85,411.565,411.645,20904.0
2024-04-17 15:05:00,411.73,411.93,411.73,411.9,17354.0
2024-04-17 15:04:00,411.95,411.95,411.6,411.7,16363.0
2024-04-17 15:03:00,411.926,412.12,411.89,412.0,23776.0
2024-04-17 15:02:00,412.08,412.17,411.77,411.91,18545.0
2024-04-17 15:01:00,412.13,412.34,411.975,412.1,32229.0
2024-04-17 15:00:00,412.33,412.33,411.95,412.08,19719.0
2024-04-17 14:59:00,412.355,412.37,412.06,412.32,26020.0
2024-04-17 14:58:00,412.4,412.5,412.24,412.4,13924.0
2024-04-17 14:57:00,412.43,412.69,412.32,412.495,23643.0
2024-04-17 14:56:00,412.42,412.73,412.39,412.48,20133.0
2024-04-17 14:55:00,412.63,412.94,412.06,412.35,61985.0
2024-04-17 14:54:00,412.77,412.77,412.44,412.64,32543.0
2024-04-17 14:53:00,413.26,413.29,412.72,412.72,24483.0
2024-04-17 14:52:00,413.6,413.66,413.22,413.23,15949.0
2024-04-17 14:51:00,413.825,413.96,413.57,413.575,9761.0
2024-04-17 14:50:00,413.64,413.96,413.545,413.89,16682.0
2024-04-17 14:49:00,413.904,413.96,413.54,413.548,23766.0
2024-04-17 14:48:00,413.956,414.04,413.77,413.9,22777.0
2024-04-17 14:47:00,414.31,414.5,413.9,413.969,44914.0
2024-04-17 14:46:00,414.335,414.46,414.139,414.347,43584.0
2024-04-17 14:45:00,414.27,414.41,414.11,414.41,24496.0
2024-04-17 14:44:00,413.89,414.32,413.57,414.3,48984.0
2024-04-17 14:43:00,414.28,414.33,413.76,413.94,43540.0
2024-04-17 14:42:00,413.5,414.395,413.44,414.32,76939.0
2024-04-17 14:41:00,412.965,413.581,412.965,413.51,38915.0
2024-04-17 14:40:00,412.66,413.05,412.62,412.96,17822.0
2024-04-17 14:39:00,412.57,412.83,412.57,412.64,13636.0
2024-04-17 14:38:00,412.329,412.61,412.29,412.588,16962.0
2024-04-17 14:37:00,412.31,412.33,412.14,412.32,17954.0
2024-04-17 14:36:00,412.5,412.63,412.242,412.31,13350.0
2024-04-17 14:35:00,412.57,412.6,412.21,412.487,25743.0
2024-04-17 14:34:00,412.63,412.65,412.51,412.57,11320.0
2024-04-17 14:33:00,412.77,412.77,412.54,412.65,20746.0
2024-04-17 14:32:00,412.7,412.9,412.7,412.8,27846.0
2024-04-17 14:31:00,412.78,412.83,412.59,412.76,35150.0
2024-04-17 14:30:00,412.73,412.87,412.69,412.74,15019.0
2024-04-17 14:29:00,413.12,413.12,412.68,412.69,13576.0
2024-04-17 14:28:00,412.705,413.25,412.69,413.16,28766.0
2024-04-17 14:27:00,412.57,412.81,412.57,412.7,12787.0
2024-04-17 14:26:00,412.67,412.745,412.57,412.57,7809.0
2024-04-17 14:25:00,412.75,412.88,412.62,412.68,13177.0
2024-04-17 14:24:00,412.65,412.705,412.52,412.655,12404.0
2024-04-17 14:23:00,412.665,412.72,412.55,412.62,9733.0
2024-04-17 14:22:00,412.48,412.81,412.4,412.68,23987.0
2024-04-17 14:21:00,412.39,412.51,412.25,412.51,14846.0
2024-04-17 14:20:00,412.54,412.58,412.45,412.47,16576.0
2024-04-17 14:19:00,412.63,412.8,412.51,412.53,10636.0
2024-04-17 14:18:00,412.299,412.73,412.27,412.64,18365.0
2024-04-17 14:17:00,411.96,412.307,411.96,412.26,12227.0
2024-04-17 14:16:00,412.46,412.46,411.98,411.98,16106.0
2024-04-17 14:15:00,412.5,412.54,412.36,412.36,9876.0
2024-04-17 14:14:00,412.83,412.89,412.47,412.47,11817.0
2024-04-17 14:13:00,412.53,412.83,412.53,412.79,20427.0
2024-04-17 14:12:00,412.45,412.68,412.45,412.55,13138.0
2024-04-17 14:11:00,412.68,412.75,412.36,412.446,20754.0
2024-04-17 14:10:00,412.83,412.84,412.64,412.74,10290.0
2024-04-17 14:09:00,412.76,412.95,412.76,412.84,11189.0
2024-04-17 14:08:00,412.87,413.03,412.71,412.73,16522.0
2024-04-17 14:07:00,412.71,412.98,412.63,412.91,27816.0
2024-04-17 14:06:00,412.76,412.87,412.67,412.67,13199.0
2024-04-17 14:05:00,413.01,413.01,412.75,412.75,13991.0
2024-04-17 14:04:00,412.784,413.07,412.78,413.031,10313.0
2024-04-17 14:03:00,412.96,413.01,412.75,412.75,416219.0
2024-04-17 14:02:00,413.07,413.09,412.96,412.96,19541.0
2024-04-17 14:01:00,412.76,413.08,412.75,413.06,8168.0
2024-04-17 14:00:00,413.01,413.01,412.66,412.77,16908.0
2024-04-17 13:59:00,412.87,413.015,412.83,413.015,16729.0
2024-04-17 13:58:00,413.029,413.029,412.84,412.84,9657.0
2024-04-17 13:57:00,413.105,413.2,413.01,413.045,20314.0
2024-04-17 13:56:00,413.03,413.15,412.88,413.12,18492.0
2024-04-17 13:55:00,412.75,413.087,412.75,413.055,14047.0
2024-04-17 13:54:00,412.66,412.96,412.66,412.81,14631.0
2024-04-17 13:53:00,412.31,412.69,412.22,412.655,14971.0
2024-04-17 13:52:00,412.65,412.65,412.23,412.33,12893.0
2024-04-17 13:51:00,412.82,412.83,412.62,412.62,16136.0
2024-04-17 13:50:00,412.74,413.08,412.74,412.91,19006.0
2024-04-17 13:49:00,412.538,412.71,412.47,412.68,14962.0
2024-04-17 13:48:00,412.33,412.55,412.245,412.51,15234.0
2024-04-17 13:47:00,412.14,412.39,412.14,412.37,10609.0
2024-04-17 13:46:00,412.26,412.26,412.04,412.11,12097.0
2024-04-17 13:45:00,412.4,412.43,412.19,412.25,8777.0
2024-04-17 13:44:00,412.03,412.43,412.005,412.39,14834.0
2024-04-17 13:43:00,412.275,412.3,411.97,411.99,16655.0
2024-04-17 13:42:00,412.42,412.48,412.26,412.31,10092.0
2024-04-17 13:41:00,412.75,412.75,412.387,412.42,17548.0
2024-04-17 13:40:00,412.64,412.9,412.63,412.71,15710.0
2024-04-17 13:39:00,412.68,412.75,412.57,412.58,9484.0
2024-04-17 13:38:00,412.84,412.86,412.65,412.68,9129.0
2024-04-17 13:37:00,412.7,412.96,412.69,412.75,21545.0
2024-04-17 13:36:00,412.91,412.93,412.74,412.74,10898.0
2024-04-17 13:35:00,412.84,413.0,412.74,412.98,14277.0
2024-04-17 13:34:00,412.77,412.84,412.66,412.79,18772.0
2024-04-17 13:33:00,412.94,413.01,412.74,412.79,10314.0
2024-04-17 13:32:00,412.97,413.07,412.89,412.99,14990.0
2024-04-17 13:31:00,413.2,413.2,412.96,412.96,15025.0
2024-04-17 13:30:00,412.915,413.18,412.915,413.18,14321.0
2024-04-17 13:29:00,412.91,413.0,412.77,413.0,17691.0
2024-04-17 13:28:00,412.8,413.02,412.786,412.99,17117.0
2024-04-17 13:27:00,412.74,412.8,412.65,412.75,20579.0
2024-04-17 13:26:00,412.54,412.79,412.47,412.72,19442.0
2024-04-17 13:25:00,412.68,412.97,412.51,412.51,14764.0
2024-04-17 13:24:00,412.69,412.76,412.53,412.68,11826.0
2024-04-17 13:23:00,412.94,412.99,412.7,412.7,16313.0
2024-04-17 13:22:00,412.86,413.07,412.847,412.95,20165.0
2024-04-17 13:21:00,413.16,413.25,412.9,412.9,26348.0
2024-04-17 13:20:00,412.94,413.23,412.835,413.125,20637.0
2024-04-17 13:19:00,412.81,413.09,412.81,412.88,15772.0
2024-04-17 13:18:00,412.52,412.93,412.52,412.77,21904.0
2024-04-17 13:17:00,413.02,413.08,412.51,412.51,26321.0
2024-04-17 13:16:00,412.67,413.17,412.64,413.046,37618.0
2024-04-17 13:15:00,412.42,412.66,412.36,412.66,17521.0
2024-04-17 13:14:00,412.16,412.41,412.16,412.38,16856.0
2024-04-17 13:13:00,412.55,412.55,412.08,412.14,15833.0
2024-04-17 13:12:00,412.39,412.64,412.39,412.555,10962.0
2024-04-17 13:11:00,412.38,412.61,412.29,412.43,16507.0
2024-04-17 13:10:00,412.54,412.54,412.355,412.38,18160.0
2024-04-17 13:09:00,412.42,412.51,412.27,412.46,15258.0
2024-04-17 13:08:00,412.27,412.54,412.22,412.435,12553.0
2024-04-17 13:07:00,412.5,412.68,412.28,412.33,17968.0
2024-04-17 13:06:00,411.92,412.53,411.89,412.47,28280.0
2024-04-17 13:05:00,411.95,412.16,411.82,412.02,20842.0
2024-04-17 13:04:00,411.91,411.97,411.76,411.92,13657.0
2024-04-17 13:03:00,411.61,411.955,411.61,411.955,19299.0
